iter	RMSE
267	0.08628229329
268	0.08609744318
269	0.08597149117
270	0.08587737577
271	0.0857976403
272	0.08566056771
273	0.08564071899
274	0.08547597096
275	0.08531646112
276	0.08512930595
277	0.08497342194
278	0.08494886763
279	0.08482449913
280	0.0846563272
281	0.08462701953
282	0.08452354106
283	0.0843603567
284	0.08424144684
285	0.08410914914
286	0.08393092273
287	0.08384257897
288	0.08373391979
289	0.08360887804
290	0.08349166819
291	0.08334689822
292	0.0831279988
293	0.08310599715
294	0.0830705521
295	0.08295161906
296	0.08292069896
297	0.0828320943
298	0.08270425339
299	0.08259553357
300	0.08241763466
301	0.08227242607
302	0.08212292247
303	0.08193067268
304	0.08176731769
305	0.08160352218
306	0.08147921495
307	0.08127630931
308	0.0811086763
309	0.08108966197
310	0.08101045481
311	0.08088522102
312	0.08074096153
313	0.08053696739
314	0.08040392074
315	0.0803776267
316	0.08027161043
317	0.08010609077
318	0.07995277314
319	0.07984694432
320	0.07967647545
321	0.07952184036
322	0.07944902618
323	0.07930270064
324	0.0791920842
325	0.07903691313
326	0.07889883619
327	0.07888145317
328	0.07874777776
329	0.07859508399
330	0.07858285071
331	0.07856855523
332	0.07849368942
333	0.07842454156
334	0.07829887105
335	0.0782032816
336	0.07809593564
337	0.07800069686
338	0.07797749776
339	0.07785055507
340	0.07772009578
341	0.07762294756
342	0.07760476853
343	0.07745415966
344	0.07731544202
345	0.07720407024
346	0.07708946489
347	0.07699096503
348	0.07682711318
349	0.07680940151
350	0.07668862855
351	0.07664000384
352	0.07655235896
353	0.07643105282
354	0.07630190428
355	0.07619211776
356	0.07617836584
357	0.07600507882
358	0.0758822821
359	0.07573219429
360	0.07561628839
361	0.0755599055
362	0.0755449369
363	0.07545035714
364	0.07543570568
365	0.07532170808
366	0.07530732897
367	0.07517746823
368	0.07503976346
369	0.07502678848
370	0.07493412187
371	0.0749063632
372	0.07470854434
373	0.07458129869
374	0.07450201941
375	0.07433943493
376	0.07426415059
377	0.07425058903
378	0.07410969967
379	0.07403449184
380	0.07386385013
381	0.07374445473
382	0.07358294076
383	0.07345172906
384	0.07334790255
385	0.07314979404
386	0.07311641977
387	0.07310155718
388	0.07299890379
389	0.07297263846
390	0.07294408785
391	0.07281475668
392	0.07266490529
393	0.07255407179
394	0.07254270611
395	0.07244236525
396	0.07242058543
397	0.07235098615
398	0.07221657846
399	0.07211458584
400	0.07195399164
401	0.07191812492
402	0.07182320774
403	0.07166733115
404	0.07160712332
405	0.07145073595
406	0.07134515145
407	0.07130632311
408	0.0710968937
409	0.07104340481
410	0.07102966541
411	0.07094822967
412	0.07084311007
413	0.07083110878
414	0.07073903727
415	0.07066559079
416	0.07060536331
417	0.07059478376
418	0.07054224806
419	0.07041811623
420	0.07037689914
421	0.07036655115
422	0.07026825243
423	0.07017065579
424	0.07015812928
425	0.07014437916
426	0.07013460195
427	0.06999041984
428	0.06983428635
429	0.06978198014
430	0.06977106345
431	0.06960003076
432	0.06949755918
433	0.06943522743
434	0.06941759906
435	0.06939818745
436	0.06933647675
437	0.06917904576
438	0.06904450519
439	0.06893782765
440	0.06883558943
441	0.06872217435
442	0.06864637948
443	0.06863580359
444	0.06847737591
445	0.06846586586
446	0.06845713695
447	0.0683329089
448	0.06825443845
449	0.06815602145
450	0.06804450629
451	0.06802545656
452	0.0678856425
453	0.06774249091
454	0.06766374787
455	0.06756474769
456	0.06741538182
457	0.06730725866
458	0.06715302421
459	0.06708446459
460	0.06697175177
461	0.0669621905
462	0.06695358121
463	0.06681393348
464	0.06667815824
465	0.06657283348
466	0.06644446814
467	0.06638291102
468	0.06623049179
469	0.06614555773
470	0.06602087686
471	0.06591463267
472	0.06582407921
473	0.06573959588
474	0.06571896177
475	0.06571105868
476	0.06562039768
477	0.06561148361
478	0.06547967568
479	0.06533863412
480	0.06527697057
481	0.06518375168
482	0.06508561052
483	0.06502399961
484	0.06501406935
485	0.06496297572
486	0.06487486886
487	0.06480038046
488	0.06475312187
489	0.06466456881
490	0.06457272211
491	0.06446552391
492	0.06435188118
493	0.06425283278
494	0.06415205734
495	0.0640755081
496	0.06398640834
497	0.06388434392
498	0.06381313233
499	0.06374760665
500	0.06366870582
501	0.06359827928
502	0.0635656821
503	0.06353464332
504	0.06352254803
505	0.06350958742
506	0.06341397083
507	0.06332316552
508	0.06331182254
509	0.06321320755
510	0.06308916746
511	0.06298083286
512	0.06288822972
513	0.06288139097
514	0.06287269265
515	0.06281142208
516	0.06274931676
517	0.06273693109
518	0.06264968503
519	0.06253046059
520	0.06240872045
521	0.06233876223
522	0.06226365983
523	0.06225199088
524	0.06215236851
525	0.06207408884
526	0.06196542473
527	0.06195072774
528	0.06188905109
529	0.06183623318
530	0.06174373573
531	0.06173743914
532	0.06168632601
533	0.06164508351
534	0.0615319001
535	0.06144805847
536	0.06140074158
537	0.061353834
538	0.06130928393
539	0.06122511951
540	0.06116077176
541	0.06110320516
542	0.06101640537
543	0.06093386639
544	0.06078170198
545	0.06067193966
546	0.06058866711
547	0.06052464086
548	0.06050641947
549	0.06049621334
550	0.06041169271
551	0.06033568715
552	0.06027458435
553	0.06021253454
554	0.06011414525
555	0.06010390451
556	0.06004723529
557	0.05993832058
558	0.05988055557
559	0.05978268998
560	0.05968566185
561	0.05956319301
562	0.05950026843
563	0.05947636115
564	0.05944449204
565	0.05936400027
566	0.05931582388
567	0.0592212898
568	0.05912766012
569	0.05902394845
570	0.05895784588
571	0.05886476684
572	0.0587466894
573	0.05864205389
574	0.05856599973
575	0.05852952542
576	0.05852288584
577	0.05849138255
578	0.05836689207
579	0.05828515693
580	0.05816548588
581	0.05806804256
582	0.0580329637
583	0.05796402482
584	0.0578370973
585	0.05772427884
586	0.05770659443
587	0.05761324667
588	0.05754426528
589	0.05741484339
590	0.05735664836
591	0.05729712846
592	0.05728311445
593	0.0571952855
594	0.05713562954
595	0.05703287955
596	0.05702444348
597	0.05692042509
598	0.05691417007
599	0.05679702709
600	0.05675923133
601	0.05670727025
602	0.05670175813
603	0.05665650156
604	0.05656836888
605	0.05648774263
606	0.0563969586
607	0.05630633484
608	0.05626763782
609	0.05625600744
610	0.05616605415
611	0.05606167561
612	0.05600567211
613	0.05587881299
614	0.05587237637
615	0.05582729747
616	0.05575956934
617	0.05564675686
618	0.05558052777
619	0.0554969105
620	0.05542477214
621	0.0553339592
622	0.05525391858
623	0.05513733909
624	0.05511957124
625	0.05511407125
626	0.05510554453
627	0.05510020157
628	0.05508847397
629	0.05500922105
630	0.05492512954
631	0.05488496555
632	0.05481280687
633	0.05480387156
634	0.05473786229
635	0.05468646683
636	0.05458926461
637	0.0544815736
638	0.05445361484
639	0.05444513301
640	0.0543462839
641	0.05427713948
642	0.05420599324
643	0.05409915197
644	0.0540248541
645	0.05395059597
646	0.05389138304
647	0.05386122889
648	0.05373321398
649	0.05366348592
650	0.05358798188
651	0.05352951513
652	0.05351322533
653	0.05341251579
654	0.05333057668
655	0.0532346744
656	0.05322708488
657	0.05314999775
658	0.05312115443
659	0.0531155834
660	0.0531026897
661	0.05301125306
662	0.05293275236
663	0.05292165342
664	0.0528359851
665	0.05282909912
666	0.05270678883
667	0.05259034692
668	0.0525103073
669	0.05248199962
670	0.05241255269
671	0.05235155073
672	0.05234308889
673	0.05227412515
674	0.05221680017
675	0.05217263223
676	0.05208797762
677	0.05201631761
678	0.0519549662
679	0.05185719346
680	0.0518119858
681	0.05173712451
682	0.05163402015
683	0.05162955027
684	0.0515600943
685	0.05155114788
686	0.05148105095
687	0.05138578585
688	0.05132357545
689	0.05131785701
690	0.05124262362
691	0.05115189012
692	0.05110507743
693	0.05104616016
694	0.05094715562
695	0.05087514293
696	0.05086696773
697	0.05079486136
698	0.05069552734
699	0.05064721976
700	0.05054981383
701	0.05048802457
702	0.05046606625
703	0.05042075324
704	0.05035112734
705	0.05033204357
706	0.05029283093
707	0.05022565059
708	0.05018647445
709	0.05010103894
710	0.05004684119
711	0.05004146113
712	0.04996851417
713	0.04990993513
714	0.04990163562
715	0.0498639623
716	0.04978827179
717	0.04973730997
718	0.04966771295
719	0.04961245692
720	0.04956364898
721	0.04953322652
722	0.04945424668
723	0.04938107162
724	0.04927544406
725	0.04917424951
726	0.04908150336
727	0.04903606749
728	0.04897960057
729	0.04887916847
730	0.04887397915
731	0.04878989474
732	0.04874998894
733	0.04868837846
734	0.0486067379
735	0.04854476463
736	0.04847177227
737	0.04843840214
738	0.048364634
739	0.04833237328
740	0.04828621774
741	0.04820019131
742	0.04813428266
743	0.04803900549
744	0.04798819026
745	0.0479243961
746	0.04789578996
747	0.04780494659
748	0.04777861836
749	0.04773216443
750	0.04769308398
751	0.04763910047
752	0.04759653494
753	0.04759213265
754	0.04752585748
755	0.04745460713
756	0.0474508524
757	0.0473856827
758	0.04732435807
759	0.04730920618
760	0.04721708898
761	0.0471626655
762	0.04715875228
763	0.0470650336
764	0.0469835999
765	0.04688143222
766	0.04680130491
767	0.04671497308
768	0.04665217721
769	0.04659243088
770	0.04654072099
771	0.04646341022
772	0.04641734586
773	0.04632641065
774	0.04632153172
775	0.04624637852
776	0.04624203044
777	0.04619903191
778	0.0461300232
779	0.04606523708
780	0.04599345468
781	0.04593753255
782	0.0458774324
783	0.04580910546
784	0.0457673852
785	0.04572802565
786	0.04569098763
787	0.04564372193
788	0.04559775543
789	0.04556024315
790	0.0454917712
791	0.04542060734
792	0.04538796651
793	0.0453841651
794	0.04533898956
795	0.0453019569
796	0.0452179074
797	0.04514733702
798	0.04513447906
799	0.04507529419
800	0.04498396412
801	0.04494953718
802	0.04489464217
803	0.04482901567
804	0.0447639366
805	0.04471647735
806	0.04469024732
807	0.04462892824
808	0.04459778352
809	0.04459310912
810	0.04454149427
811	0.04448094051
812	0.04445077034
813	0.04441174829
814	0.04435916248
815	0.04435584684
816	0.04429587627
817	0.04423285139
818	0.04418118299
819	0.04411743949
820	0.04404317789
821	0.04402148473
822	0.04396452963
823	0.04389893057
824	0.04383424074
825	0.043819843
826	0.04376533405
827	0.04371104392
828	0.0436582263
829	0.0436271052
830	0.04356494909
831	0.04353504598
832	0.0435306367
833	0.04347632418
834	0.04342516537
835	0.04336145919
836	0.04330440023
837	0.04323097095
838	0.04315388384
839	0.04306900946
840	0.04306376678
841	0.04305828448
842	0.04305238267
843	0.04301340974
844	0.04295070355
845	0.04290848687
846	0.04289312177
847	0.04289005488
848	0.04279564527
849	0.04275483644
850	0.04272200431
851	0.04267448043
852	0.0426037551
853	0.04255365652
854	0.04246960842
855	0.04243313043
856	0.04238688525
857	0.04233081184
858	0.04227737008
859	0.04222588963
860	0.04219822267
861	0.04214621072
862	0.04207982664
863	0.04203670999
864	0.04200206888
865	0.0419467959
866	0.04186705977
867	0.0418640957
868	0.04181166037
869	0.04174912431
870	0.04168971874
871	0.04163806107
872	0.04162514716
873	0.0415987673
874	0.04152223884
875	0.04148053124
876	0.04143002217
877	0.04139325358
878	0.04133534612
879	0.04133244803
880	0.04129312126
881	0.04128948064
882	0.04123578426
883	0.0411832225
884	0.04111486077
885	0.04110276897
886	0.04105646549
887	0.04099400346
888	0.04095427366
889	0.04093222097
890	0.04088441084
891	0.04081501827
892	0.04074308396
893	0.04070432838
894	0.04065304907
895	0.04060581828
896	0.0405641671
897	0.04051420733
898	0.04044387047
899	0.04040419898
900	0.04036544448
901	0.04034831919
902	0.04028994895
903	0.04023708578
904	0.04019028692
905	0.04014253437
906	0.04011372174
907	0.04004738735
908	0.03998677808
909	0.0399611112
910	0.03991170533
911	0.03987021847
912	0.03985013352
913	0.03980314496
914	0.03975968145
915	0.03973069679
916	0.03966356451
917	0.03965197095
918	0.03960104642
919	0.03955624639
920	0.03952861059
921	0.0394960847
922	0.03947670841
923	0.03944210419
924	0.03938245427
925	0.03934927808
926	0.03928048365
927	0.03922503921
928	0.03916697383
929	0.03910464371
930	0.03904384053
931	0.03901328535
932	0.03898884981
933	0.03894212717
934	0.03893858107
935	0.0389351368
936	0.03887944126
937	0.03882579066
938	0.03877365188
939	0.03875434207
940	0.0387238058
941	0.03868765154
942	0.0386535927
943	0.0386103868
944	0.03860663418
945	0.03856425208
946	0.03851555852
947	0.03847904003
948	0.03842057013
949	0.03836348187
950	0.03833387241
951	0.03829149114
952	0.03822312093
953	0.03815841283
954	0.03810411348
955	0.03804643593
956	0.03800389602
957	0.03797164225
958	0.03793787722
959	0.03789892912
960	0.0378646917
961	0.03780708626
962	0.03775072455
963	0.03770472798
964	0.03768776302
965	0.03763822406
966	0.03763509558
967	0.03759858762
968	0.03756318453
969	0.03752544651
970	0.03749927685
971	0.03749590428
972	0.0374465122
973	0.03739171215
974	0.03733923281
975	0.03730623928
976	0.03727034706
977	0.0372244021
978	0.0371815837
979	0.03717830987
980	0.0371298124
981	0.03712575935
982	0.03709948445
983	0.03707201863
984	0.03704236933
985	0.03702015573
986	0.03700068146
987	0.03695041513
988	0.03694734697
989	0.03691520398
990	0.0369121876
991	0.03687888445
992	0.03684139816
993	0.03681430746
994	0.0367735693
995	0.03675666067
996	0.03671463078
997	0.03668127158
998	0.03664462169
999	0.03659804514
